"","nameList","rating"
"2744","Marco Chiudinelli",3.129
"1107","Jeff Davis",3.127
"5073","Robert Lindstedt",3.127
"1090","Sergio Casal",3.126
"1932","Lionel Roux",3.125
"2660","Martin Stiegwardt",3.125
"873","Chris Lewis",3.124
"1464","Wojtek Kowalski",3.124
"774","S Hegna",3.122
"2996","Julio Cesar Campozano",3.122
"3466","Jan Satral",3.122
"4879","Tony Bujan",3.122
"2758","Florent Serra",3.122
"2154","Carlos Moya",3.121
"3132","Adrian Ungur",3.121
"2897","Thiago Alves",3.121
"139","Humphrey Hose",3.121
"2809","Kyu Tae Im",3.12
"2750","Michael Ryderstedt",3.12
"2613","Alexander Waske",3.119
"2585","Julian Knowle",3.119
"861","Bruce Foxworth",3.118
"2665","Wesley Moodie",3.118
"2957","Simon Stadler",3.118
"965","Warrick Jones",3.117
"3361","Saketh Myneni",3.117
"2763","Stephane Robert",3.117
"5433","Sascha Kloer",3.116
"2406","Andreas Vinciguerra",3.116
"1820","Wayne Ferreira",3.115
"472","Vitas Gerulaitis",3.114
"1111","Ben Testerman",3.114
"5222","Pavel Snobel",3.114
"2674","Prakash Amritraj",3.114
"535","John Lloyd",3.113
"829","Dominique Bedel",3.113
"1829","Marcelo Saliola",3.113
"4981","Werner Hipfl",3.113
"2003","Andrew Foster",3.113
"2155","Magnus Norman",3.113
"2076","Ellis Ferreira",3.113
"3420","Juan Carlos Saez",3.112
"1706","Mark Kaplan",3.112
"2031","Johan Van Herck",3.111
"3018","Alexander Kudryavtsev",3.111
"1960","Kenneth Carlsen",3.111
"2791","Alessio Di Mauro",3.111
"1450","Michael Tauson",3.11
"2775","Wesley Whitehouse",3.11
"2001","Lionel Barthez",3.11
"2240","Tommy Haas",3.11
"2165","Lars Burgsmuller",3.11
"1420","Massimo Zampieri",3.109
"1020","John Muller",3.109
"2509","Marcel Felder",3.109
"2699","Philipp Petzschner",3.109
"3381","Mikael Torpegaard",3.108
"2753","Matias Boeker",3.108
"1502","Vallis Wilder",3.108
"3546","Tallon Griekspoor",3.107
"467","John James",3.106
"1081","Konstantin Pugayev",3.106
"1748","Ted Scherman",3.106
"1922","Jacques Radoux",3.106
"2051","Bassel Rahmy",3.106
"883","Yannick Noah",3.105
"2332","Arnaud Di Pasquale",3.104
"1574","Brett Steven",3.104
"2277","Rainer Schuettler",3.104
"1806","Slava Dosedel",3.104
"1508","Martin Laurendeau",3.104
"221","Onny Parun",3.103
"2736","Young Jun Kim",3.102
"2284","John Van Lottum",3.102
"1203","Michael Westphal",3.102
"188","Brian Fairlie",3.101
"1854","Alex Obrien",3.1
"2618","Alex Bogomolov Jr",3.1
"3064","Henri Kontinen",3.1
"850","Chris Dunk",3.1
"1338","Francisco Yunis",3.1
"45","Andres Gimeno",3.1
"1215","Fernando Soler",3.099
"2141","Jan Kroslak",3.099
"206","Patrice Dominguez",3.099
"1405","Mark Woodforde",3.098
"5753","Evgeny Karlovskiy",3.097
"2140","Gouichi Motomura",3.097
"1963","David Dilucia",3.097
"2676","Peter Luczak",3.096
"3028","Brendan Evans",3.096
"896","Kevin Curren",3.096
"2894","Thiemo De Bakker",3.096
"5105","Martin Garcia",3.095
"3035","Jean Claude Scherrer",3.095
"1999","Gerard Solves",3.095
"3556","Jason Jung",3.094
"5624","Matteo Trevisan",3.094
"2286","Andre Sa",3.093
"988","Roland Stadler",3.093
"1493","Paul Chamberlin",3.092
"2524","Ivo Karlovic",3.092
"1282","Tarik Benhabiles",3.092
"1185","Guy Forget",3.092
"4165","Randy Jones",3.092
"1348","Steve Guy",3.091
"1613","Grant Connell",3.091
"3409","Arthur De Greef",3.09
"2353","Mariano Hood",3.09
"1714","Stefano Pescosolido",3.089
"707","Pavel Slozil",3.089
"2152","Neville Godwin",3.089
"1941","Daniel Marco",3.089
"1491","David Livingston",3.089
"3519","Dmitry Popko",3.089
"1342","Christian Miniussi",3.088
"1929","Alex Corretja",3.088
"1581","Branislav Stankovic",3.087
"1108","Mike Leach",3.087
"2678","Alex Bogdanovic",3.087
"292","Rudy Hernando",3.087
"2547","Alexandre Simoni",3.085
"113","Marcello Lara",3.085
"2174","Massimo Calvelli",3.085
"1304","Danny Saltz",3.085
"2619","Juan Giner",3.084
"1699","Bryan Shelton",3.084
"2990","Yuichi Sugita",3.084
"1721","Chris Garner",3.083
"494","James Chico Hagey",3.083
"1727","Tim Donovan",3.083
"2178","Max Mirnyi",3.083
"633","Greg Holmes",3.083
"4065","Jorge Lemann",3.082
"5221","Paul Logtens",3.082
"1710","Jens Woehrmann",3.082
"629","Henry Bunis",3.082
"2017","Andrea Gaudenzi",3.081
"916","B Newman",3.081
"2383","Bryan Juinio",3.08
"2906","Viktor Troicki",3.08
"3073","Franco Ferreiro",3.079
"4397","Ross Olivieri",3.079
"3831","Paul Sidone",3.079
"3196","Bastian Knittel",3.078
"5746","Maxime Janvier",3.078
"3584","Holger Vitus Nodskov Rune",3.078
"3404","Guido Andreozzi",3.078
"2568","Yves Allegro",3.078
"1728","Mike Brown",3.078
"2837","Todd Widom",3.077
"1489","Peter Moraing",3.077
"1102","Paul Torre",3.077
"3570","Khumoun Sultanov",3.076
"3056","Filip Polasek",3.076
"3589","Dragos Dima",3.076
"2227","Stefan Koubek",3.076
"491","Charles Owens",3.076
"3127","Martin Fischer",3.075
"2207","Ion Moldovan",3.074
"1709","Markus Zoecke",3.074
"2637","Harsh Mankad",3.073
"3561","Dominik Koepfer",3.073
"3342","Elias Ymer",3.073
"3113","Attila Balazs",3.072
"1477","Gerardo Vacarezza",3.072
"1488","Ivo Werner",3.071
"2008","Chris Woodruff",3.071
"2366","Giovanni Lapentti",3.071
"3128","Petar Jelenic",3.07
"1940","Nicola Bruno",3.07
"2962","Wayne Odesnik",3.069
"2105","Gilles Bastie",3.069
"1760","Dominic Durand",3.069
"3234","Robert Farah",3.069
"3292","Pablo Carreno Busta",3.069
"5449","Josh Goodall",3.068
"3375","Norbert Gombos",3.068
"2681","Tomas Tenconi",3.068
"2697","Florin Mergea",3.068
"5570","Kevin King",3.067
"818","Wayne Pascoe",3.067
"1098","Drew Gitlin",3.067
"2917","Scott Oudsema",3.066
"1230","Jorge Lozano",3.066
"3053","Ivan Sergeyev",3.066
"2095","Gaston Etlis",3.065
"2247","Dusan Vemic",3.065
"4764","Sven Salumaa",3.065
"1417","Udo Riglewski",3.065
"2982","Andrey Golubev",3.064
"2864","Grega Zemlja",3.064
"2902","Diego Hartfield",3.064
"1558","Wayne Hearn",3.063
"2073","Roland Burtscher",3.063
"3592","Zsombor Piros",3.063
"1793","Kimmo Hurme",3.062
"1658","Todd Woodbridge",3.062
"1915","Andrei Pavel",3.062
"3047","Christopher Rungkat",3.062
"3350","Luke Saville",3.061
"354","Anand Amritraj",3.061
"4952","David Miketa",3.06
"1611","Carlos Costa",3.06
"900","Steve Denton",3.06
"2904","Jan Hajek",3.06
"1693","Umesha Wallooppillai",3.059
"2127","Hicham Arazi",3.059
"3267","Emilio Gomez",3.059
"834","Dave Simmonds",3.058
"1551","Jeff Tarango",3.057
"3403","Facundo Arguello",3.057
"1926","Marc Kevin Goellner",3.057
"1867","Stephane Simian",3.056
"2171","Corrado Borroni",3.056
"3140","Marinko Matosevic",3.056
"3552","Federico Coria",3.056
"1191","Mike Myburg",3.055
"1336","Glenn Layendecker",3.055
"123","Jun Kuki",3.055
"3559","Daniel Masur",3.055
"1133","Scott Davis",3.055
"3059","Yan Bai",3.054
"2019","Emilio Benfele Alvarez",3.054
"2836","Teymuraz Gabashvili",3.054
"255","Tito Vazquez",3.054
"956","Franco Merlone",3.054
"2626","Joseph Sirianni",3.053
"2689","Amer Delic",3.053
"2610","Mario Radic",3.053
"1333","Steve Shaw",3.053
"2295","Mariano Puerta",3.052
"1634","Patrick Baur",3.052
"3197","Cedrik Marcel Stebe",3.052
"544","Russell Simpson",3.052
"786","Hans Gildemeister",3.052
"1957","Yevgeny Kafelnikov",3.052
"2234","Wayne Arthurs",3.051
"1832","Stephane Grenier",3.05
"3771","Luis Garcia",3.048
"645","Eugenio Munoz",3.047
"2294","Marcus Sarstrand",3.047
"2989","Daniel Garza",3.047
"1692","Khalid Outaleb",3.047
"955","Jan Gunnarsson",3.047
"1749","Rikard Bergh",3.046
"815","Vadim Borisov",3.046
"1931","Bernd Karbacher",3.046
"2725","Santiago Gonzalez",3.046
"898","Cary Stansbury",3.045
"1366","Dale Houston",3.045
"2081","Steve Campbell",3.045
"679","Kehinde Ajayi",3.045
"2172","Rogier Wassen",3.045
"4254","E Vasquez",3.045
"1409","Menno Oosting",3.044
"2627","Jerome Haehnel",3.043
"3476","Nicolas Alvarez",3.042
"223","Pierre Darmon",3.042
"2376","Vadim Kutsenko",3.042
"746","Tom Gullikson",3.042
"1072","Nick Brown",3.042
"2330","Sebastien Grosjean",3.041
"1563","Johan Anderson",3.041
"1505","Fredrik Rosenquist",3.039
"1626","Heiner Moraing",3.038
"2701","William Lock",3.038
"3177","Austen Childs",3.038
"858","George Amaya",3.038
"772","Joaquim Rasgado Jr",3.038
"1865","Arne Thoms",3.038
"2765","Tomas Cakl",3.038
"1467","Milan Srejber",3.037
"637","Max Wunschig",3.037
"158","Gerald Battrick",3.037
"1408","Stefan Eriksson",3.037
"2838","Peng Sun",3.037
"1595","Nuno Marques",3.036
"1080","Mats Wilander",3.036
"2914","Ivo Klec",3.036
"1971","Thomas Prerovsky",3.036
"2656","Oh Hee Kwon",3.035
"2205","Peter Tramacchi",3.035
"1137","Tian C Viljoen",3.034
"2972","Paolo Lorenzi",3.034
"1885","Jia Ping Xia",3.034
"5699","Gianluca Mager",3.033
"2422","Markus Hantschk",3.032
"1531","Haseeb Aslam",3.032
"2691","Sasa Tuksar",3.032
"551","John Yuill",3.032
"548","Keith Hancock",3.031
"5736","Aleksandar Vukic",3.03
"787","Christophe Casa",3.03
"640","John Eastburn",3.03
"1631","Peter Svensson",3.03
"1605","Laurent Prades",3.029
"1414","Amit Naor",3.029
"4691","Mark Basham",3.028
"2727","Ti Chen",3.028
"4848","Fabien Cousin",3.028
"1733","Scott Warner",3.028
"2856","Farrukh Dustov",3.027
"2338","Martin Verkerk",3.026
"903","Jiri Prucha",3.026
"4264","Jose Santiago",3.026
"1063","Kelly Evernden",3.026
"2410","Lorenzo Manta",3.026
"1443","Eduardo Osta",3.026
"3418","Marat Deviatiarov",3.025
"1948","Thomas Gollwitzer",3.025
"2236","Marzio Martelli",3.025
"890","Erick Iskersky",3.025
"2235","Chris Haggard",3.024
"1711","Greg Van Emburgh",3.024
"789","Gordon Jones",3.024
"3104","Mikal Oliver Statham",3.024
"2974","Filip Prpic",3.024
"1363","Josef Cihak",3.024
"3295","Matteo Viola",3.023
"3119","Brian Hung",3.023
"4859","Marcos Perez Hubert",3.021
"1864","Pierre Bouteyre",3.021
"2831","Robin Vik",3.02
"5500","Peter Torebko",3.02
"2947","Carl Sundberg",3.02
"330","Vladimir Zednik",3.019
"574","Terry Moor",3.019
"2630","Mik Ledvonova",3.019
"3468","Alexander Bublik",3.019
"1994","Karim Alami",3.019
"1295","Mark Kratzmann",3.019
"3554","Rudolf Molleker",3.019
"3427","Benjamin Lock",3.019
"4654","Steve Kennedy",3.019
"5564","Juan Ignacio Londero",3.018
"2145","Daniele Musa",3.018
"1319","Johnny Goudenbour",3.017
"2253","Alistair Hunt",3.017
"2109","Gabriel Silberstein",3.017
"1547","Eduardo Masso",3.017
"731","Tim Gullikson",3.017
"435","Bernard Mignot",3.017
"146","Szabolcz Baranyi",3.017
"140","Stan Smith",3.016
"1966","Brian Macphie",3.016
"1543","Christian Saceanu",3.016
"1494","Gary Muller",3.016
"5628","Fabrice Martin",3.015
"3007","Adam Kellner",3.015
"553","Jan Pisecky",3.015
"2808","Michael Ray Pallares Gonzalez",3.014
"3565","Salvatore Caruso",3.014
"2014","Jonas Bjorkman",3.014
"1833","Daniel Orsanic",3.014
"1933","Pier Gauthier",3.013
"3442","Jordan Thompson",3.013
"1153","Matthew Mcdonald",3.013
"4877","Sean Cole",3.012
"4793","Krister Wedenby",3.012
"2425","Agustin Calleri",3.011
"2365","Amir Hadad",3.011
"1540","Jose Daher",3.011
"512","Toma Ovici",3.011
"92","David Lloyd",3.01
"2728","Boris Pashanski",3.009
"2355","Julien Boutter",3.009
"592","Lars Elvstrom",3.009
"1870","David Witt",3.008
"2268","Julian Alonso",3.008
"800","Freddy Winckelmann",3.007
"60","Nikola Pilic",3.007
"32","Juan Gisbert",3.006
"1639","David Engel",3.006
"2967","Alex Kuznetsov",3.005
"2314","Krystian Pfeiffer",3.005
"1703","Mark Koevermans",3.004
"3642","Chris Bovett",3.004
"2603","Karol Beck",3.003
"901","Joe Meyers",3.003
"77","Francois Jauffret",3.002
"1914","Bernardo Mota",3.002
"1555","Gianluca Pozzi",3.002
"4794","Olivier Soules",3.001
"2541","Jack Brasington",3.001
"440","Robert Kreiss",3.001
"2862","Sergei Bubka",3
"143","Butch Seewagen",3
"1260","Michiel Schapers",2.999
"2659","Carlos Avellan",2.999
"3337","Philip Davydenko",2.999
"1619","Tommy Ho",2.997
"2749","Guillermo Garcia Lopez",2.996
"1291","Todd Witsken",2.996
"169","Jean Loup Rouyer",2.995
"1761","Peter Nyborg",2.995
"1744","Mark Petchey",2.995
"1355","Alexandre Hocevar",2.995
"3354","Axel Michon",2.995
"2489","Barry Cowan",2.995
"1421","Brett Dickinson",2.994
"788","Eric Friedler",2.994
"2556","Ruben Ramirez Hidalgo",2.993
"1644","Jaime Oncins",2.993
"2397","Ivan Miranda",2.993
"2512","Michael Quintero",2.993
"2664","Rik De Voest",2.993
"1657","Roger Rasheed",2.993
"1212","Jeff Turpin",2.992
"2835","Michael Berrer",2.992
"5447","Lars Poerschke",2.992
"1743","Dirk Dier",2.992
"1055","Blaine Willenborg",2.991
"4878","Brian Joelson",2.991
"2769","Igor Kunitsyn",2.991
"3435","Jean Jacques Rakotohasy",2.99
"1737","Steve Bryan",2.99
"4135","Mike Styles",2.99
"995","Eddie Edwards",2.99
"2372","Nicolas Massu",2.99
"1503","James Turner",2.989
"751","Butch Walts",2.989
"2287","Jan Michael Gambill",2.989
"1620","Tobias Svantesson",2.989
"2094","Ola Kristiansson",2.988
"2220","Dennis Van Scheppingen",2.987
"482","Jean Francois Caujolle",2.987
"1139","Barry Moir",2.987
"2743","Olivier Patience",2.987
"1852","Leander Paes",2.987
"3422","Chieh Fu Wang",2.987
"5654","Tim Van Rijthoven",2.986
"627","Greg Amaya",2.986
"3304","Filip Peliwo",2.986
"644","Mike Cahill",2.986
"3078","Brydan Klein",2.985
"385","Kim Warwick",2.983
"1234","Jairo Velasco Jr",2.983
"2248","Jan Frode Andersen",2.983
"3151","Jurgen Zopp",2.983
"1170","Martin Wostenholme",2.982
"2698","Paul Baccanello",2.982
"3521","Prajnesh Gunneswaran",2.982
"2420","Rodolphe Cadart",2.982
"5178","Leonardo Olguin",2.982
"1392","Dacio Campos",2.981
"826","Bernard Fritz",2.981
"712","Alberto Martorell",2.981
"1949","Oliver Fernandez",2.981
"5140","Helge Koll",2.981
"1481","Andrew Sznajder",2.98
"1839","Mark Keil",2.98
"588","Rejean Genois",2.979
"3588","Bogdan Borza",2.979
"3076","James Ward",2.979
"2002","Paul Kilderry",2.978
"1054","Jimmy Arias",2.978
"3245","Hiroki Moriya",2.978
"5448","Riccardo Ghedin",2.977
"5116","Oliver Freelove",2.977
"969","John Fitzgerald",2.977
"2356","Eduardo Medica",2.976
"2717","Radoslav Lukaev",2.976
"613","Chris Lewis NZL",2.975
"941","Craig A Miller",2.975
"4503","Marcos Braga",2.975
"2635","Matija Zgaga",2.975
"1251","Joao Guedes",2.975
"3229","Coenie Van Wyk",2.975
"3385","Ayoub Chakrouni",2.975
"2303","Michal Chmela",2.974
"3467","Andrew Whittington",2.974
"2435","Lovro Zovko",2.974
"3394","Alexander Sarkissian",2.973
"2311","David Katcharava",2.973
"3964","Pedro Rodrigues",2.973
"2721","Matt Klinger",2.973
"1964","Brian Dunn",2.972
"2424","Cyril Saulnier",2.972
"3400","John Patrick Smith",2.971
"500","Trey Waltke",2.971
"88","Martin Mulligan",2.971
"1299","David Lewis",2.971
"1437","Horst Skoff",2.97
"1695","Mihai Vanta",2.97
"2770","Mark Hilton",2.97
"1798","Khaled Ashkanani",2.97
"3520","Yibing Wu",2.97
"18","Robert Wilson",2.97
"2834","Roko Karanusic",2.969
"1364","Ricki Osterthun",2.969
"1399","Franco Davin",2.968
"1826","Sasa Hirszon",2.968
"747","Ulf Eriksson",2.967
"61","Pierre Barthes",2.967
"423","Jeff Austin",2.966
"5100","Levar Harper Griffith",2.966
"2915","Jean Christophe Faurel",2.965
"1007","Mauricio Posso",2.965
"1840","Martin Damm",2.965
"706","Van Winitsky",2.964
"541","Ulrich Pinner",2.964
"5319","David Luque Velasco",2.964
"1766","Mark Knowles",2.964
"5136","Matthew Breen",2.964
"496","Rolf Norberg",2.964
"3526","Rodrigo Banzer",2.963
"1164","Patrice Kuchna",2.963
"4098","Thies Roepcke",2.962
"2847","Scoville Jenkins",2.962
"697","Werner Zirngibl",2.962
"3335","Gonzalo Escobar",2.961
"4350","Tim Vann",2.961
"2159","Jiri Vanek",2.961
"1632","Nicklas Kulti",2.96
"3395","Marcelo Demoliner",2.96
"5141","Daniel Melo",2.96
"725","Steve Docherty",2.96
"216","Ismail El Shafei",2.959
"2380","Jurek Stasiak",2.959
"5606","Gregoire Burquier",2.959
"3709","Michael Davies",2.959
"58","John Newcombe",2.959
"768","Michael Wayman",2.958
"3278","Darian King",2.958
"1101","Mike Gandolfo",2.958
"4479","Jose Antonio Garcia",2.958
"1454","Gap Taik Ro",2.957
"3339","Taro Daniel",2.957
"1160","Roberto Arguello",2.957
"4040","U Timm",2.957
"2890","Gustavo Marcaccio",2.957
"3315","Markus Eriksson",2.956
"871","Tsuyoshi Fukui",2.956
"944","Warren Maher",2.956
"1257","Robert Seguso",2.956
"3832","Dean Penero",2.955
"1353","Simone Colombo",2.955
"395","Petar Popovic",2.955
"1182","Pender Murphy",2.955
"3236","Mate Pavic",2.952
"1643","Andrei Cherkasov",2.952
"3309","Aleksandr Nedovyesov",2.952
"397","Christoph Meyer",2.952
"4258","J Luna",2.951
"2029","Joshua Eagle",2.951
"1747","Jose Francisco Altur",2.951
"1745","Henrik Holm",2.951
"2926","Bruno Echagaray",2.95
"2545","Oliver Marach",2.95
"2901","Benjamin Becker",2.95
"2255","Goran Oresic",2.95
"402","Juan Carlos Rodriguez",2.95
"2221","Nir Welgreen",2.95
"1305","Jonas Svensson",2.949
"1256","Hans Schwaier",2.949
"1115","David Dowlen",2.949
"48","Earl Butch Buchholz",2.948
"5743","Pedro Martinez Portero",2.948
"3308","Alejandro Gonzalez",2.948
"2845","Francisco Fogues",2.948
"2881","Jae Sung An",2.947
"35","Cliff Drysdale",2.946
"837","Peter Elter",2.946
"756","Rory Chappell",2.945
"3577","Benjamin Hassan",2.944
"902","David Mustard",2.944
"3509","Christopher Eubanks",2.944
"635","Louk Sanders",2.943
"2978","Pere Riba",2.943
"665","Romeo Rafon",2.943
"1432","Tony Mmoh",2.943
"1814","Damir Buljevic",2.943
"148","Milan Holecek",2.943
"1527","Adam Malik",2.942
"3433","Tucker Vorster",2.942
"5534","Dominic Inglot",2.94
"1718","Marc Rosset",2.94
"1223","Ronnie Bathman",2.939
"2823","Saeid Ahmadvand",2.939
"4298","David Whyte",2.938
"583","Richard Lewis",2.938
"4696","Ivano Cappelloni",2.936
"3310","Guilherme Clezar",2.936
"1767","Jose Antonio Fernandez",2.936
"3503","Benjamin Bonzi",2.936
"2396","Luis Horna",2.936
"1258","Sean Brawley",2.936
"2335","Oscar Serrano",2.935
"1538","Tom Nijssen",2.935
"2432","Eric Taino",2.934
"1044","Florin Segarceanu",2.934
"1231","Eric Korita",2.933
"2238","Frederic Vitoux",2.933
"2695","Todd Reid",2.933
"716","Harry Brittain",2.933
"582","Bill Austin",2.933
"3553","Alex Bolt",2.932
"1465","Adrian Marcu",2.932
"3348","Austin Krajicek",2.932
"2980","Marcel Granollers",2.932
"2908","Konstantin Kravchuk",2.932
"5015","Franz Stauder",2.932
"2555","Takahiro Terachi",2.932
"2151","Howard Joffe",2.932
"3299","Arnau Brugues Davi",2.931
"1264","Paul Annacone",2.931
"1838","Rodolphe Gilbert",2.931
"1685","Owen Casey",2.931
"323","Guillermo Vilas",2.931
"5690","Marin Draganja",2.931
"2233","Daniel Courcol",2.93
"3360","Peter Bertran",2.93
"4853","Andrew Kratzmann",2.93
"5781","Scott Griekspoor",2.93
"2553","Ignacio Hirigoyen",2.93
"4883","Guillaume Marx",2.929
"418","Harold Solomon",2.929
"1380","Fernando Perez Pascal",2.928
"1589","Juan Pino",2.928
"3238","Philipp Oswald",2.928
"2271","Dominik Hrbaty",2.928
"182","Robert Maud",2.928
"38","Mal Anderson",2.928
"934","Fritz Buehning",2.927
"2091","Alex Radulescu",2.927
"2399","Aisam Ul Haq Qureshi",2.927
"2882","Jose Rubin Statham",2.927
"801","Jose Luis Damiani",2.926
"1579","Vaclav Roubicek",2.926
"1194","Broderick Dyke",2.926
"964","Larry Stefanki",2.926
"5750","Jurij Rodionov",2.926
"4948","Dennis Schmid",2.926
"1327","Gilad Bloom",2.926
"3143","Yannick Mertens",2.926
"660","Tomas Lynch",2.926
"1544","Jim Pugh",2.925
"506","Jim Delaney",2.925
"5739","Sebastian Korda",2.925
"3414","Kimmer Coppejans",2.925
"4629","Oliver Ploner",2.925
"2456","Renouk Wijemanne",2.925
"47","Tom Gorman",2.925
"639","Mike Collins",2.924
"5499","Oliver Golding",2.924
"3087","David Guez",2.924
"1095","Ivan Dupasquier",2.923
"2437","Simon Larose",2.923
"1553","Lars Anders Wahlgren",2.923
"1674","Andras Lanyi",2.922
"5503","Erik Chvojka",2.922
"1159","Juan Aguilera",2.922
"1278","Aaron Krickstein",2.922
"3379","Markos Kalovelonis",2.922
"3867","Jan Erik Lindquist",2.921
"809","Shlomo Glickstein",2.921
"1751","Martin Sinner",2.921
"136","Cliff Richey",2.921
"3412","Marco Cecchinato",2.921
"1050","Wally Masur",2.92
"4163","Roberto Carruthers",2.92
"2093","Joost Winnink",2.919
"3505","Daniel Altmaier",2.919
"5293","Horia Tecau",2.919
"5004","Johan Hede",2.919
"1497","Nick Fulwood",2.918
"2023","Nicolas Kischkewitz",2.917
"497","Birger Andersson",2.917
"5593","Bowen Ouyang",2.917
"849","Roberto Vizcaino",2.916
"3049","Ivan Endara",2.916
"2289","Clemens Trimmel",2.915
"848","Fernando Luna",2.915
"1161","Henri Leconte",2.915
"1121","Bob Weise W055",2.915
"1216","Jose Garcia G003",2.914
"2204","Federico Dondo",2.914
"1281","Brent Pirow",2.914
"1434","Jim Grabb",2.914
"2646","Pablo Gonzalez",2.914
"5320","Leonardo Azzaro",2.913
"474","Bjorn Borg",2.913
"1067","Michael Appleton",2.913
"2885","Dieter Kindlmann",2.913
"4912","Matt Lucena",2.912
"1824","Alexis Hombrecher",2.912
"1659","Alexander Mronz",2.912
"691","Angel Gimenez",2.912
"3317","Ruben Gonzales",2.911
"696","T Drysdale",2.911
"2685","Igor Andreev",2.911
"36","Jim Osborne",2.911
"1053","Brian Benson",2.911
"2270","Vincenzo Santopadre",2.91
"1587","Morten Christensen",2.91
"2493","Federico Luzzi",2.91
"2411","Kristian Pless",2.91
"2000","Massimo Valeri",2.91
"3223","Grzegorz Panfil",2.909
"1509","Jan Willem Lodder",2.909
"2557","Marc Lopez",2.909
"3563","Constant Lestienne",2.909
"1701","Miguel Nido",2.908
"1445","George Bezecny",2.908
"2209","Andy Zingman",2.907
"1764","George Cosac",2.906
"1759","Guillaume Raoux",2.906
"5566","Edward Corrie",2.906
"4031","Roberto Gratz",2.906
"1155","Morris Skip Strode",2.906
"2662","Andis Juska",2.905
"985","Erik Vant Hof",2.905
"2941","West Nott",2.905
"3074","Raven Klaasen",2.905
"2981","Robert Smeets",2.905
"509","Sherwood Stewart",2.905
"161","Han Jurgen Pohmann",2.904
"51","Roger Taylor",2.904
"794","Jose Luis Clerc",2.904
"7","Mike Belkin",2.903
"433","Grover Raz Reid",2.903
"4229","Gary Plock",2.903
"5632","Lucas Miedler",2.903
"5744","Filippo Baldi",2.902
"227","Henry Hank Irvine",2.902
"1400","Jose Clavet",2.902
"3122","Yuki Bhambri",2.901
"3876","Giacomo Romani",2.901
"112","Ron Holmberg",2.901
"2928","Philip Bester",2.901
"376","Karl Meiler",2.9
"1938","Thierry Guardiola",2.9
"3037","Martin Slanar",2.9
"2935","Santiago Giraldo",2.9
"2535","Hermes Gamonal",2.899
"2088","Emanuel Couto",2.899
"378","Uwe Gottschalk",2.899
"2871","Bruno Soares",2.899
"1228","Ken Barton",2.898
"1936","David Nainkin",2.897
"5130","Ladislav Svarc",2.897
"853","Tony Giammalva",2.897
"165","Wieslaw Gasiorek",2.897
"1559","Woody Hunt",2.896
"1193","Matt Anger",2.896
"2859","Sebo Kiss",2.896
"430","Anatoli Volkov",2.896
"1332","Thomas Muster",2.896
"1951","Florian Krumrey",2.896
"565","Colin Dowdeswell",2.896
"3437","Hady Habib",2.895
"1368","Eric Amend",2.895
"1594","Agustin Moreno",2.894
"1688","Andy Brothers",2.893
"1950","Vladimir Gabrichidze",2.893
"50","Richard Pancho Gonzales",2.893
"3041","Michail Elgin",2.893
"1741","Marcos Aurelio Gorriz",2.893
"2293","Andrew Richardson",2.892
"3098","Diego Galeano",2.891
"240","Lew Hoad",2.891
"25","Ian Fletcher",2.89
"40","Tom Okker",2.89
"1457","Mushaf Zia",2.89
"2290","Martin Rodriguez",2.89
"2243","Filippo Messori",2.89
"2300","Sebastien Leblanc",2.89
"2223","Luke Milligan",2.89
"1277","Scott Lipton",2.889
"3343","Christian Lindell",2.889
"4034","Manuel Ruiz",2.889
"2198","Rolandas Murashka",2.889
"2026","Ralph Kok",2.888
"974","Gabriel Urpi",2.888
"2932","Rabie Chaki",2.888
"1145","U Hoigshoidt",2.887
"2163","Mikael Stadling",2.886
"1113","Jimmy Brown",2.886
"1359","Francisco Maciel",2.886
"843","Reinhart Probst",2.886
"24","Dick Crealy",2.886
"2494","Sergio Roitman",2.886
"3109","Tihomir Grozdanov",2.886
"2275","Davide Scala",2.885
"1561","Tim Pawsat",2.885
"20","Phil Dent",2.885
"3338","Yann Marti",2.884
"3216","Jonathan Chu",2.884
"857","Carlos Lando",2.884
"2767","Andreas Beck",2.884
"3","Ross Case",2.884
"2501","Werner Eschauer",2.883
"5595","Victor Baluda",2.883
"882","Stanislav Birner",2.883
"2082","Lars Rehmann",2.883
"42","Fred Stolle",2.883
"764","Tomas Smid",2.883
"1757","Roberto Jabali",2.883
"1089","Carlos Castellan",2.882
"2672","Eric Prodon",2.882
"2426","Petr Luxa",2.882
"2999","Jose Hernandez",2.882
"2124","Wei Yu Su",2.882
"2825","Victor Ionita",2.881
"2357","Jean Francois Bachelot",2.881
"1901","Pablo Campana",2.881
"2696","Bjorn Rehnquist",2.88
"1043","Guillermo Aubone",2.88
"2599","Andy Ram",2.879
"1784","Miguel Dungo",2.879
"5594","Xin Gao",2.879
"1708","Sergi Bruguera",2.878
"2876","Gd Jones",2.878
"895","Tony Graham",2.878
"2683","Diego Veronelli",2.878
"1402","Rick Leach",2.877
"1716","Paolo Pambianco",2.877
"2866","Rok Jarc",2.877
"2643","Miguel Gallardo Valles",2.877
"628","Ferdi Taygan",2.877
"1430","Laurie Warder",2.876
"3269","Vishnu Vardhan",2.875
"211","Eric Derasse",2.875
"4139","Stephen Taylor",2.875
"1202","Magnus Tideman",2.875
"451","Tenny Svensson",2.875
"1024","Ernie Fernandez",2.874
"2089","Jerome Golmard",2.874
"2280","Glenn Weiner",2.873
