"","nameList","rating"
"2808","Mark Hilton",2.904
"572","Mark Farrell",2.904
"1257","Shu Hua Liu",2.9033
"583","Bruce Manson",2.9033
"3427","Hady Habib",2.9029
"801","Jose Luis Clerc",2.9024
"2613","Miguel Gallardo Valles",2.9023
"1442","Luke Jensen",2.902
"18","Robert Wilson",2.9019
"3126","Yuki Bhambri",2.9015
"3486","Matwe Middelkoop",2.9013
"24","Dick Crealy",2.9013
"2971","Yuichi Sugita",2.9004
"2184","Rolandas Murashka",2.9003
"2878","Jae Sung An",2.8999
"1365","Lawson Duncan",2.8998
"2255","Markus Hipfl",2.8996
"1789","Cristiano Caratti",2.8996
"3","Ross Case",2.8993
"5768","Nino Serdarusic",2.8991
"2417","Simon Larose",2.8987
"2937","Diego Hartfield",2.8987
"1396","Alvaro Jordan",2.8973
"2293","Mark Nielsen",2.8969
"5850","Filippo Baldi",2.8968
"3396","Luca Vanni",2.8965
"371","Karl Meiler",2.8965
"417","Colin Dibley",2.8961
"1350","Thomas Muster",2.896
"2257","Filippo Messori",2.896
"2085","Louis Gloria",2.8958
"3315","Markus Eriksson",2.8955
"1673","Gerald Marzenell",2.8955
"1657","Mike Lee",2.8949
"3349","Mikael Torpegaard",2.8945
"1008","Brad Guan",2.8936
"3368","Aleksandr Nedovyesov",2.8934
"3215","Theodoros Angelinos",2.8933
"4954","Roberto Alvarez",2.8932
"898","Kevin Curren",2.8932
"1370","Eric Amend",2.8932
"4964","Ashley Naumann",2.8932
"4513","Todd Lundy",2.893
"2519","Justin Bower",2.8929
"3200","Jonathan Chu",2.8928
"1724","Dominic Durand",2.8924
"977","Greg Amaya",2.8923
"2719","Bjorn Rehnquist",2.8922
"4277","Gary Plock",2.8921
"5593","Guillermo Rivera Aranguiz",2.892
"2848","Bruno Soares",2.892
"1084","Scott Mccain",2.8911
"3752","Francois Battegay",2.8906
"5602","Robin Kern",2.8905
"830","Tony Giammalva",2.8899
"2609","Ota Fukarek",2.8899
"391","Stepan Koudelka",2.8898
"2394","Stefano Cobolli",2.8893
"4805","David Franco",2.8885
"2999","Laurent Recouderc",2.8883
"1375","Jordi Arrese",2.8883
"1152","Pat Cash",2.8881
"888","Erick Iskersky",2.8881
"2934","Thiago Alves",2.888
"420","Jason Van Kerckhoven",2.8874
"2358","Jose De Armas",2.8873
"2933","Benjamin Becker",2.8872
"708","Angel Gimenez",2.8871
"5328","Robert Yim",2.8862
"1429","Norm Schellenger",2.8861
"1578","Jeff Tarango",2.8858
"3181","David Souto",2.8858
"941","Warren Maher",2.8857
"4790","Richard Whichello",2.8857
"1750","Markus Zoecke",2.8853
"5841","Sebastian Korda",2.8852
"3308","Arnau Brugues Davi",2.8851
"4417","Vittorio Magnelli",2.8848
"1131","Jose Garcia Requena",2.8843
"2853","Gd Jones",2.8838
"4802","Massimo Boscatto",2.8836
"3096","Diego Galeano",2.8833
"2906","West Nott",2.8832
"641","John Andrews",2.883
"853","Ody Gabriel",2.8828
"432","Vincenzo Franchitti",2.8827
"1607","Andrei Olhovskiy",2.8827
"1705","Mark Knowles",2.8824
"146","Szabolcz Baranyi",2.8822
"2552","Ignacio Hirigoyen",2.8822
"1747","Denis Langaskens",2.8822
"3595","Djurabek Karimov",2.8815
"5689","Andres Artunedo Martinavarr",2.8814
"2223","Goran Oresic",2.881
"2414","Fredrik Jonsson",2.8802
"1250","David Lewis",2.8801
"2287","Mark Merklein",2.8791
"3520","Prajnesh Gunneswaran",2.8789
"3529","Daniel Altmaier",2.8788
"976","Eddie Edwards",2.8787
"5805","Alexios Halebian",2.8787
"3027","Ivan Endara",2.8784
"1581","Vaclav Roubicek",2.878
"2787","Leonardo Tavares",2.8774
"3435","Alejandro Gomez Gb42",2.8771
"454","Norman Holmes",2.877
"3204","Duilio Beretta",2.877
"60","Nikola Pilic",2.8763
"5782","Soon Woo Kwon",2.8761
"1382","Marcelo Ingaramo",2.8758
"2717","Todd Reid",2.8757
"3576","Gerardo Lopez Villasenor",2.8753
"5259","Radim Zitko",2.8751
"2964","Konstantin Kravchuk",2.8749
"1315","Danilo Marcelino",2.8748
"1280","Stuart Bale",2.8744
"1166","Hans Dieter Beutel",2.8744
"2258","Dennis Van Scheppingen",2.8744
"3554","Luis Diego Chavez Villalpando",2.8742
"2094","Emanuel Couto",2.8742
"1879","Luis Adrian Morejon",2.874
"5668","Kevin King",2.8737
"4276","Yair Werthimer",2.8735
"2920","Carlos Berlocq",2.8735
"520","Thierry Bernasconi",2.873
"811","S Sullivan",2.8722
"2664","Andis Juska",2.8722
"5711","Fabrice Martin",2.8721
"5013","Matt Lucena",2.8719
"427","Harold Solomon",2.8719
"3971","Doug Stone",2.8718
"1307","Sean Brawley",2.8715
"2159","Mikael Stadling",2.871
"1236","Phil Lehnhoff",2.8707
"562","Deon Joubert",2.8706
"1407","Jose Clavet",2.8703
"4922","Lukas Thomas",2.8697
"2057","Federico Sanchez",2.8697
"1662","Patrick Mcenroe",2.8689
"11","Jun Kamiwazumi",2.8689
"211","Eric Derasse",2.8685
"2448","Kristian Pless",2.8683
"567","John Yuill",2.8681
"1995","Vladimir Gabrichidze",2.868
"1720","Roberto Jabali",2.868
"5696","Daniel Smethurst",2.8678
"920","Hugo Varela",2.8675
"160","Thomas Lejus",2.8672
"2176","Kotaro Miyachi",2.8662
"295","Stanley Matthews",2.8654
"832","Charles Buzz Strode",2.8654
"1337","Joao Cunha Silva",2.8652
"2086","Roland Burtscher",2.8646
"1061","Ernie Fernandez",2.8646
"1846","Marcos Ondruska",2.8644
"3862","John Levin",2.8635
"2949","Andreas Haider Maurer",2.8633
"3354","Wishaya Trongcharoenchaikul",2.863
"2192","Carlos Moya",2.8629
"1466","Victor Caldarelli",2.8624
"1263","Todd Witsken",2.8623
"2718","Paul Baccanello",2.8622
"1068","Marco Armellini",2.8622
"1736","Serge Brueck",2.8616
"3279","Philipp Oswald",2.8613
"4568","Mark Witsken",2.8613
"3224","Jonathan Dasnieres De Veigy",2.8608
"3967","Toshisuke Sakai",2.86
"2512","Baris Ergun",2.86
"387","Keith Diepraam",2.8599
"1116","David Egdes",2.8592
"2883","Toshihide Matsui",2.8589
"1145","Jimmy Brown",2.8586
"5457","Jamie Murray",2.8581
"860","Roberto Vizcaino",2.858
"4578","Jan Sandberg",2.8578
"1136","Mike Leach",2.8577
"2361","Satoshi Iwabuchi",2.8573
"2877","Sun Yong Kim Jr",2.857
"5141","Boris Bachert",2.8568
"3275","Mate Pavic",2.8566
"2326","Glenn Weiner",2.8566
"4641","Mike Fedderly",2.8563
"3101","James Ward",2.8558
"1318","Leif Shiras",2.8557
"707","Mark Edmondson",2.8554
"926","Larry Loeb",2.8553
"2567","Dmitry Tursunov",2.8549
"1154","Arthur Anastopoulo",2.8548
"1661","Sergio Cortes",2.8538
"4885","Dick Bosse",2.8538
"2849","Sebo Kiss",2.8536
"407","Uwe Gottschalk",2.8535
"303","Jose Maria Gisbert",2.8534
"361","Guillermo Vilas",2.8533
"1129","Alejandro Ganzabal",2.8532
"1558","Jim Pugh",2.8528
"1851","Sasa Hirszon",2.8527
"828","Matt Mitchell",2.8526
"124","William Collins",2.8523
"5803","Thai Son Kwiatkowski",2.8523
"873","Richard Laver",2.852
"5085","Johan Hede",2.8518
"3246","Martin Cuevas",2.8516
"1534","Carl Uwe Steeb",2.8512
"1369","Kelly Jones",2.8509
"1070","Edgar Schurmann",2.8506
"2196","Branislav Galik",2.8504
"1051","Michael Appleton",2.8499
"1067","Marco Alciati",2.8497
"2740","Thierry Ascione",2.8492
"2355","Ivan Miranda",2.8491
"2088","Juan Luis Tati Rascon",2.8488
"2041","Mario Visconti",2.8486
"5521","Andrew Anderson",2.8483
"2991","Frederick Sletting Johnsen",2.8478
"5260","Thomas Dupre",2.8474
"2604","Takahiro Terachi",2.8474
"1117","Tian C Viljoen",2.8473
"1960","Yasufumi Yamamoto",2.8471
"198","Jaime Pinto Bravo",2.8465
"929","Markus Gunthardt",2.8462
"5220","Denis Golovanov",2.8462
"822","Klaus Eberhard",2.8458
"3399","Guido Andreozzi",2.8455
"2973","Gastao Elias",2.8455
"5662","Edward Corrie",2.8453
"5802","Alexandre Muller",2.8451
"393","Pat Cramer",2.8449
"1191","Fernando Soler",2.8444
"778","Shlomo Glickstein",2.8443
"1165","Francesco Cancellotti",2.8442
"25","Ian Fletcher",2.8441
"2714","Eric Prodon",2.844
"3153","Harshana Godamanna",2.8439
"1438","Brad Pearce",2.8439
"2378","Nicolas Massu",2.8436
"1909","Mark Keil",2.8434
"839","Francisco Gonzalez",2.8434
"5665","Alexander Ward",2.8433
"2715","Frantisek Cermak",2.8431
"5777","Blake Mott",2.8429
"183","Wilhelm Bungert",2.8426
"698","Alberto Martorell",2.8426
"180","Jurgen Fassbender",2.8425
"4012","Stephen Thompson",2.8424
"2158","Dmitri Tomashevich",2.8424
"2321","David Katcharava",2.8417
"4484","Brad Holland",2.8414
"813","Rod Frawley",2.8401
"5524","Lars Poerschke",2.8394
"401","Christoph Meyer",2.8394
"2809","Andreas Beck",2.8388
"1933","Stephane Simian",2.8387
"1596","Johan Anderson",2.8387
"4334","E Vasquez",2.8386
"3259","Ricardo Rodriguez",2.8383
"3302","Miguel Angel Reyes Varela",2.8383
"2607","Filippo Volandri",2.8382
"4960","Fabien Cousin",2.8378
"3608","Thiago Seyboth Wild",2.8374
"2323","Michal Chmela",2.8368
"4719","Fredrik Waern",2.8366
"372","Vijay Amritraj",2.8365
"3425","Tucker Vorster",2.8363
"1010","Dave Siegler",2.8362
"2616","Yu Jr Wang",2.836
"2773","Sarvar Ikramov",2.8358
"2011","Heath Denman",2.8358
"3443","Aslan Karatsev",2.8356
"2107","Tuomas Ketola",2.8354
"1181","Broderick Dyke",2.8349
"2646","Henry Adjei Darko",2.8347
"3607","Gregoire Barrere",2.8347
"3188","Michael Venus",2.8346
"5392","Lars Uebel",2.8342
"5822","Adrian Bodmer",2.8342
"1015","Wayne Pascoe",2.8341
"1468","Milan Srejber",2.8337
"3249","Dzmitry Zhyrmont",2.8336
"2124","Solon Peppas",2.8334
"1072","Anders Jarryd",2.8333
"604","Rejean Genois",2.833
"5795","Marko Tepavac",2.8328
"5431","David Luque Velasco",2.8322
"5049","Igor Gaudi",2.8319
"2001","Juan Gisbert Jr",2.8318
"1014","Wayne Hampson",2.8317
"1316","Kevin Moir",2.8316
"2514","Federico Browne",2.8306
"770","David Schneider",2.8302
"4749","Steve Kennedy",2.8296
"1358","Peter Carlsson",2.8291
"74","Thomaz Koch",2.829
"82","Eddie Cruz",2.829
"3255","Manuel Sanchez",2.8286
"1266","Chris Bradnam",2.8278
"3564","Bogdan Borza",2.8274
"727","Mansour Bahrami",2.8271
"2888","Francesco Aldi",2.8268
"2449","Robert Collins",2.8265
"475","Paolo Bertolucci",2.8264
"1195","Juan Avendano",2.8263
"1363","Bob Green",2.8262
"5735","Ryan Shane",2.8256
"36","Jim Osborne",2.825
"3159","Marcelo Melo",2.8245
"1073","Matt Doyle",2.8241
"5864","Evgeny Karlovskiy",2.8236
"2455","Agustin Calleri",2.8235
"4034","Mario Caimo",2.8233
"5725","Maxime Hamou",2.8229
"2006","Alejo Mancisidor",2.8227
"1134","Ivan Dupasquier",2.8226
"1885","Pablo Albano",2.8216
"5335","Pavel Snobel",2.8215
"1042","Thierry Tulasne",2.8213
"1975","Eyal Ran",2.8212
"81","Bob Carmichael",2.821
"3083","Raven Klaasen",2.8208
"1677","Per Henricsson",2.8204
"4639","Hatem Mcdadi",2.8202
"1371","Jorge Bardou",2.8201
"3058","Ervin Eleskovic",2.8196
"1857","Raviv Weidenfeld",2.8186
"639","Louk Sanders",2.8184
"5110","Diego Lozano",2.8182
"2367","John Doran",2.818
"359","Hakar Zahr",2.818
"2918","Ivo Klec",2.8175
"3871","Greg Shephard",2.8171
"2535","Paul Henri Mathieu",2.8165
"810","Rory Chappell",2.8164
"2056","Emilio Benfele Alvarez",2.8163
"1617","Nicolas Pereira",2.8156
"1090","Ron Hightower",2.8154
"4091","Manuel Ruiz",2.815
"1456","Gary Donnelly",2.815
"2827","Victor Ionita",2.8149
"1171","Leon Naude",2.8149
"821","M Laimina",2.8144
"4791","Johan Alven",2.814
"480","Toma Ovici",2.8138
"1351","Sandor Kiss",2.8136
"807","Christophe Casa",2.8133
"26","Terry Addison",2.8132
"2274","Attila Savolt",2.8131
"143","Butch Seewagen",2.8125
"3624","Neal Higgins",2.8124
"5043","Gary Henderson",2.8122
"2203","Jose Imaz Ruiz",2.8121
"4948","Francesco Michelotti",2.8119
"2055","Nicolas Kischkewitz",2.8118
"1228","Martin Jaite",2.8117
"2539","Stefano Tarallo",2.8116
"2689","Luis Manuel Flores",2.8115
"208","Christian Duxin",2.8114
"1572","Ricardo Acioly",2.8112
"3137","Di Wu",2.811
"1215","Kimmo Alkio",2.81
"2743","Diego Veronelli",2.8099
"5816","Arjun Kadhe",2.8098
"5827","Kenneth Raisma",2.8095
"3811","Luis Garcia",2.8094
"1258","Dong Wook Song",2.8094
"1153","Harald Theissen",2.8091
"2516","Werner Eschauer",2.8088
"2469","Eric Taino",2.8083
"1196","Glenn Michibata",2.8081
"4387","David Whyte",2.808
"3232","Grzegorz Panfil",2.8075
"161","Han Jurgen Pohmann",2.8068
"5313","Frank Moser",2.8066
"1169","U Hoigshoidt",2.8065
"1946","Markus Naewie",2.8065
"3016","Karlis Lejnieks",2.8058
"946","Mel Purcell",2.8046
"216","Ismail El Shafei",2.8044
"374","William Brown",2.8041
"1368","John Ross",2.8035
"3577","Daniel Michalski",2.8034
"950","Tom Cain",2.8028
"3444","Nicolas Xiviller",2.8027
"4995","Johan De Beer",2.8025
"566","Ricky Buwalda",2.8024
"4812","Gunther Vanderveeren",2.802
"2500","Alberto Brause",2.8019
"505","Trey Waltke",2.8017
"2471","James Sekulov",2.8017
"2476","Petr Luxa",2.8015
"469","Belus Prajoux",2.8007
"1022","Wally Masur",2.7995
"5012","Alois Beust",2.7992
"3555","Youssef Hossam",2.799
"4580","Edoardo Artaldi",2.7986
"227","Henry Hank Irvine",2.7979
"3017","Nick Lindahl",2.7977
"313","John Cooper",2.7976
"2626","Julio Silva",2.797
"2045","Paul Kilderry",2.796
"5640","Dominic Inglot",2.796
"1858","Oliver Fernandez",2.7959
"4847","Donni Leaycraft",2.7959
"2770","Prima Simpatiaji",2.7953
"3244","Min Hyoek Cho",2.7949
"1696","Gustavo Giussani",2.7944
"1631","Bent Ove Pedersen",2.7944
"564","Keith Hancock",2.7943
"659","Jacek Niedzwiedzki",2.7941
"1464","Shane Barr",2.7937
"1925","Sebastien Lareau",2.7936
"1322","Alfonso Gonzalez",2.7933
"3456","Benjamin Hannestad",2.7931
"3906","Jan Erik Lindquist",2.7929
"3836","Gary Rose",2.7928
"165","Wieslaw Gasiorek",2.7925
"1469","Charles Bud Cox",2.7924
"3052","Gabriel Trujillo Soler",2.7922
"4328","Helmut Beermann",2.792
"1167","Juan Aguilera",2.7913
"136","Cliff Richey",2.7912
"3206","Dusan Lajovic",2.7909
"1361","Dan Goldie",2.7908
"3568","Corentin Moutet",2.7908
"5817","Liam Caruana",2.7904
"2681","Konstantin Don Gruber",2.7903
"694","Van Winitsky",2.7898
"1544","Juan Pino",2.7896
"2526","Lior Mor",2.7893
"2499","Ricardo Chile Fonte",2.789
"4474","David Parker",2.7885
"2178","Marcio Carlsson",2.7883
"5363","Gabriel Pitta",2.7882
"899","Tarek El Sakka",2.788
"32","Juan Gisbert",2.7879
"4633","Christian Jessel",2.7876
"2710","Sean Cooper",2.7875
"3422","Seong Chan Hong",2.7866
"240","Lew Hoad",2.7864
"887","Andreas Maurer",2.786
"1508","Stephen Botfield",2.7859
"1262","Libor Pimek",2.7856
"1416","Gilles Ganancia",2.7856
"4544","Nick Mohtadi",2.7854
"1452","Jacques Manset",2.7852
"2090","Alejandro Hernandez",2.7851
"706","Ulrich Marten",2.7845
"1853","Luis Herrera",2.7845
"2925","Predrag Rusevski",2.7844
"5666","Nicolas Barrientos",2.7842
"2913","Evgeny Korolev",2.7842
"3147","Aldin Setkic",2.7842
"500","James Chico Hagey",2.7837
"5416","Stefan Wauters",2.7835
"141","Dan Bleckinger",2.7829
"2063","Jozsef Krocsko",2.7825
"4392","Tim Vann",2.7824
"2697","Maximilian Abel",2.7822
"3337","Jaroslav Pospisil",2.782
"1649","Eric Riley",2.782
"29","Berry Geraghty",2.782
"1546","Marcelo Filippini",2.7819
"2325","Luke Smith",2.7819
"1158","Kunio Tsukamoto",2.7819
"2976","Jose Hernandez",2.7816
"97","Graydon Garner",2.7816
"88","Martin Mulligan",2.7813
"3378","Elias Ymer",2.7806
"3518","Yibing Wu",2.78
"2437","Paulo Carvallo",2.7798
"563","Billy Martin",2.7794
"4213","Stephen Taylor",2.7785
"509","Doug Crawford",2.7784
"599","Jan Pisecky",2.7782
"5213","Andreas Fasching",2.778
"1725","Steve Bryan",2.7774
"202","Ion Tiriac",2.7772
"20","Phil Dent",2.777
"2998","Tobias Summerer",2.7769
"5661","Niels Desein",2.7768
"5726","Germain Gigounon",2.7766
"1668","Brian Page",2.776
"3534","Gleb Sakharov",2.7759
"2599","Irakli Labadze",2.7758
"2140","Gilles Bastie",2.7756
"970","Joel Bailey",2.7755
"1973","Christian Camradt",2.7755
"2333","Kornel Bardoczky",2.7753
"1296","Aaron Krickstein",2.7751
"1913","Ilou Lonfo",2.7742
"2301","Marco Meneschincheri",2.774
"2249","Borut Urh",2.7739
"1446","Bruno Dadillon",2.7731
"2850","Guillaume Couillard",2.7724
"96","Owen Davidson",2.7722
"1805","Bing Pan",2.7721
"2694","Marcos Daniel",2.7718
"1064","Chip Hooper",2.7718
"1687","Gerardo Mirad",2.7717
"2961","Gianluca Naso",2.7713
"458","Tom Brown",2.7709
"851","Altaf Hussain",2.7707
"2450","Mounir El Aarej",2.7703
"465","Cliff Letcher",2.7701
"4154","Perry Wright",2.7697
"2470","Axel Pretzsch",2.7692
"4701","Bobby Blair",2.769
"499","Birger Andersson",2.769
"4555","Fabio Moscino",2.7687
"2436","Marco Osorio",2.7682
"4621","David Macpherson",2.768
"5507","Justin Oneal",2.7679
"5830","Simon Carr",2.7678
"3513","Hamid Reza Nadaf",2.7677
"754","Jeff Robinson",2.7671
"2576","Wen Lung Chang",2.7669
"5372","Phillip Harboe",2.7669
"1231","Alberto Tous",2.766
"225","Manuel Santana",2.7656
"197","Ilie Nastase",2.765
"2954","Jan Hajek",2.7646
"690","John Holladay",2.7644
"1684","Jesus Colas",2.7644
"944","Peter Rennert",2.7643
"667","Yuji Tezuka",2.7642
"1308","Paolo Cane",2.7642
"734","John Marks",2.7642
"3119","Treat Conrad Huey",2.7638
"900","Ahmed El Mehelmy",2.7636
"3265","Ruan Roelofse",2.7634
"1794","Juan Carlos Baguena",2.7633
"5231","Helge Koll",2.763
"5804","Marc Polmans",2.7629
"4282","Juan Diaz",2.7624
"2246","Patrik Fredriksson",2.762
"979","Wolfgang Popp",2.7617
"2354","Luis Horna",2.7617
"4471","Steve Rogul",2.7616
"5710","Eric Quigley",2.7613
"515","Hector Romani",2.7612
"3884","Steve Wedderburn",2.7611
"1034","Peter Lamb",2.7611
"5672","Collin Altamirano",2.7605
"1124","Peter Bastiansen",2.7604
"1557","Paul Vojtischek",2.7595
"1503","Andrew Castle",2.7594
"1397","Dacio Campos",2.7593
"2313","Davide Scala",2.7587
"568","Jonathan Smith",2.7585
"128","Dick Knight",2.7582
"1103","Steve Meister",2.758
"3400","Hans Podlipnik Castillo",2.758
"4837","Warren Green",2.7579
"4583","Frank Hamonet",2.7577
"3085","Antonio Veic",2.7577
"5054","Adolf Musil",2.7577
"3352","Romain Arneodo",2.7576
"2525","Carlos Drada",2.7576
"130","Roy Barth",2.7568
"3487","Yaraslau Shyla",2.7563
"1376","Mark Wooldridge",2.7561
"1212","Fotis Vazeos",2.7561
"2201","Mashiska Washington",2.7558
"1095","Sombat Uamongkol",2.7552
"2393","Thomas Schiessling",2.7546
"598","Jan Simbera",2.7544
"3478","Stefan Kozlov",2.7543
"2290","Juan Antonio Marin",2.7543
"1660","Lars Jonsson",2.7542
"3142","James Mcgee",2.7536
"3257","Denys Molchanov",2.7536
"2214","Ben Ellwood",2.7536
"1109","Adolfo Gonzalez",2.7536
"2224","Gustavo Kuerten",2.7534
"5595","Daniel Cox",2.7534
"2724","Radoslaw Nijaki",2.7533
"1540","Clement Ngoran",2.7532
"956","Fritz Buehning",2.7531
"326","Rauty Krog",2.7529
"1786","Shelby Cannon",2.7528
"3463","Lucas Catarina",2.7526
"4700","Ugo Colombini",2.7525
"2429","Alexey Kedryuk",2.7521
"1998","Buff Farrow",2.7516
"4563","Jacques Grandjean",2.7513
"1699","Robbie Weiss",2.7511
"386","Andrew Pattison",2.751
"1149","Brad Gilbert",2.7504
"1836","Jae Sik Kim",2.7502
"3329","Christian Harrison",2.75
"5371","Felipe Parada",2.7498
"1814","Yu Hui Lien",2.7497
"2240","Adam Skrzypczak",2.7495
"930","Stefan Svensson",2.7493
"5541","Riccardo Ghedin",2.749
"5401","Jose Antonio Sanchez De Luna",2.749
"722","Peter Feigl",2.7489
"3299","Harri Heliovaara",2.7488
"2068","Eyal Erlich",2.7488
"1700","Libor Nemecek",2.7483
"428","Antonio Zugarelli",2.7483
"4707","Wojceh Jamroz",2.7477
"842","Thierry Stevaux",2.7476
"22","John Fraser",2.7473
"800","Fernando Dalla Fontana",2.7471
"4491","Massimo Grassotti",2.747
"473","Bjorn Borg",2.747
"1811","Genaro Deleon",2.7462
"222","Jorgen Ulrich",2.746
"2521","Sergio Roitman",2.7456
"1719","Frederik Fetterlein",2.7451
"1402","Mushaf Zia",2.7448
"565","Ernie Ewert",2.7448
"1209","Mike Myburg",2.7447
"164","Ivan Molina",2.7442
"3437","Bastian Trinker",2.7442
"4192","Sivagnanam Suresh",2.7441
"2810","Martin Vassallo Arguello",2.7441
"1313","Nelson Aerts",2.7433
"3491","Steven Diez",2.7428
"4810","Vicente Solves",2.7423
"5022","Pantelis Moschoutis",2.7418
"3104","Andrei Vasilevski",2.7417
"421","Ricardo Cano",2.7415
"2729","Oscar Hernandez",2.7413
"1552","Agustin Moreno",2.7412
"3815","Oscar Escribano",2.7407
"1440","Tony Mmoh",2.7406
"2927","Adam Thompson",2.7403
"980","Josef Brabenec",2.74
"2573","Mohammad Ghareeb",2.7397
"2015","Jorge Gonzalez",2.7393
"3195","Dimitar Kutrovsky",2.7392
"4756","Brian Roe",2.739
"978","Jose Lopez Maeso",2.7383
"3266","Kevin Kung",2.7382
"2054","Scott Barron",2.7379
"2031","Han Cheol Shin",2.7373
"1133","Henri Leconte",2.7372
"4373","Andy Lucchesi",2.7358
"4235","Octavio Piva Neto",2.7354
"1041","Guillermo Aubone",2.7348
"419","Syd Ball",2.7346
"12","Bill Lloyd",2.7342
"1647","Eduardo Furusho",2.7341
"745","Tomas Smid",2.734
"784","K Javan",2.7335
"2488","Francisco Costa",2.7334
"3657","Tico Carrero",2.7333
"3665","Sammy Giammalva",2.7333
"846","Glenn Petrovic",2.7332
"4688","Michael Oberleitner",2.733
"2030","Yong Il Yoon",2.7325
"175","Jan Kukal",2.7323
"194","Giordano Maioli",2.7321
"1875","Salvador Colvee",2.7312
"4360","Drew Meyers",2.7312
"4689","Peter Thrupp",2.7311
"3091","Francis Casey Alcantara",2.7307
"1243","Givaldo Barbosa",2.7302
"3144","Laurynas Grigelis",2.7299
"2782","Kevin Sorensen",2.7297
"3514","Isak Arvidsson",2.7297
"439","Leif Johansson",2.729
"1157","Hachiro Shibata",2.729
"1683","German Lopez",2.729
"3199","Jaak Poldma",2.7287
"347","Bodo Nitsche",2.7284
"5282","Adam Kennedy",2.7284
"322","Lester Sack",2.7283
"2050","Miles Maclagan",2.7281
"2024","Suwandi Suwandi",2.728
"159","Jean Courcol",2.7279
"4266","Jan Eric Palm",2.7279
"1245","Egan Adams",2.7279
"5448","Akash Wagh",2.7275
"321","John Mcdonald",2.7271
"5153","Talal Ouahabi",2.7269
"5501","Mahmoud Ezz",2.7263
"3034","Sebastian Decoud",2.7262
"4883","Mike Briggs",2.7256
"486","John Feaver",2.7256
"5866","David Szintai",2.7255
"840","D Verdieck",2.7252
"953","John Hayes",2.725
"3071","Adrian Cruciat",2.725
"1569","Oleksandr Dolgopolov",2.7249
"799","Jan Norback",2.7247
"2653","Thomas Blake",2.7241
"1533","Hugo Chapacu",2.7241
"3408","Cem Ilkel",2.724
"1417","Dominik Guido Utzinger",2.7236
"5407","Goncalo Nicau",2.7234
"2390","Andrej Kracman",2.7229
"69","Jose Mandarino",2.7226
"4797","Grant Saacks",2.7224
"5605","Hong Chung",2.7219
"4252","Bob Helmers",2.7218
"5628","Andrei Daescu",2.7215
"642","Henry Bunis",2.7211
"2128","Luis Lobo",2.7208
"2847","Lado Chikhladze",2.7203
"4539","Assen Dishkov",2.7199
"818","Dave Simmonds",2.7196
"3123","Marsel Ilhan",2.7195
"3258","Luis David Martinez",2.7193
"2","John Brown",2.7185
"2699","Alexander Skrypko",2.7184
"4736","Johan Vekemans",2.7182
"4776","Conny Falk",2.7177
"3332","Nicolaas Scholtz",2.7176
"1645","Andras Lanyi",2.7176
"2641","Kasper Warming",2.7172
"2363","Farshad Talavar",2.7171
"4092","Anthony Ryan",2.7171
"886","Rohun Beven",2.7169
"1803","Tamer El Sawy",2.7163
"185","Adriano Panatta",2.7163
"1373","Kelvin Belcher",2.7162
"1760","Enrico Cocchi",2.7162
"4316","Chris Ellis",2.7159
"2745","Tasuku Iwami",2.7156
"52","Charlie Pasarell",2.7156
"2349","Charles Auffray",2.7156
"1289","Tomm Warneke",2.7155
"4464","Hartmut Kirchhubel",2.7155
"2571","Tapio Nurminen",2.7154
"1688","Brett Custer",2.7154
"5396","Steven Korteling",2.7153
"5059","Artemi Tchernenko",2.7152
"546","Paul Kronk",2.715
"2492","Adrian Garcia",2.7149
"3192","Artem Sitak",2.7147
"3030","Martin Sayer",2.7146
"503","Mike Machette",2.7145
"1005","Carlos Gattiker",2.7142
"5813","Evgeny Tyurnev",2.7137
"3044","Martin Pedersen",2.7135
"3835","U Michod",2.7133
"4672","Jason Goodall",2.713
"3290","Patrik Rosenholm",2.7129
"1420","Massimo Cierro",2.7129
"2896","Daniel Gimeno Traver",2.7129
"2546","Lee Childs",2.7128
"2289","Marcello Craca",2.7127
"4731","Alessandro Baldoni",2.7127
"1665","Dan Goldberg",2.7125
"2143","Jonathan Erlich",2.7123
"315","Vladimir Zednik",2.7122
"2397","Bobby Kokavec",2.712
"5679","Hsien Yin Peng",2.7118
"1518","Guillermo Perez Roldan",2.7114
"199","Geza Varga",2.7108
"1180","Andy Andrews",2.7104
"2356","Paradorn Srichaphan",2.7103
"5411","Ivan Cerovic",2.7102
"4875","Olivier Soules",2.71
"5347","Janis Skroderis",2.71
"3566","Sarp Agabigun",2.7096
"1144","Mark Vines",2.7092
"2408","Gergely Kisgyorgy",2.7092
"4546","Renato Joaquim",2.7087
"4198","Larry Rolle",2.7086
"884","Stanislav Birner",2.7085
"1299","Shozo Shiraishi",2.7081
"461","Roberto Aubone",2.7081
"5844","Chun Hun Wong",2.7081
"2709","Bostjan Osabnik",2.7081
"849","Takao Yamamoto",2.708
"4996","Robert Kroll",2.7072
"5799","Riccardo Bellotti",2.7067
"3045","Rasmus Norby",2.7067
"626","Roger Dowdeswell",2.7064
"2862","Rob Steckley",2.7063
"1926","Gerald Mandl",2.7062
"574","Dick R Bohrnstedt",2.7051
"736","Brad Drewett",2.7048
"917","Miguel Mir",2.7046
"31","Bill Bowrey",2.7046
"1566","Joey Rive",2.7044
"676","Jay Royappa",2.7044
"1896","Laszlo Markovits",2.7042
"3959","U Mcdonald",2.7039
