"","nameList","rating"
"2800","Potito Starace",3.1453
"1393","Michael Robertson",3.1442
"2733","Florin Mergea",3.1441
"1764","Mark Petchey",3.1435
"3161","Julian Reister",3.143
"1575","David Wheaton",3.1427
"114","Dick Stockton",3.1423
"41","Marty Riessen",3.1422
"2759","Kyu Tae Im",3.1415
"3035","Thomaz Bellucci",3.1411
"2173","Neville Godwin",3.1409
"3263","Albano Olivetti",3.1408
"3575","Holger Vitus Nodskov Rune",3.1405
"1356","Derrick Rostagno",3.1404
"2935","Thiemo De Bakker",3.1401
"2260","Jeff Salzenstein",3.1399
"1423","Roger Knapp",3.1396
"3176","Damir Dzumhur",3.1389
"2119","Sjeng Schalken",3.1387
"47","Tom Gorman",3.1382
"2693","Zack Fleishman",3.1381
"1439","Steve Devries",3.1377
"5369","Luke Bourgeois",3.1373
"3359","Peter Bertran",3.1359
"1428","Jaime Yzaga",3.1351
"5432","Leonardo Azzaro",3.1349
"749","Gordon Jones",3.1344
"1520","Ferrante Rocchi",3.1344
"2840","Sergiy Stakhovsky",3.1343
"3210","Michael Yani",3.1342
"3603","Pedro Cachin",3.1338
"1510","Fredrik Rosenquist",3.1319
"2863","Robin Vik",3.1316
"2262","Stefan Koubek",3.1313
"3449","Omar Jasika",3.1311
"3226","Federico Delbonis",3.1309
"2010","Michael Tebbutt",3.1308
"54","Ken Rosewall",3.1299
"1910","Arne Thoms",3.1298
"3429","Juan Carlos Saez",3.1293
"3816","Alejandro Kon",3.1287
"1935","Martin Damm",3.1281
"3547","Maximilian Marterer",3.128
"1608","Todd Woodbridge",3.1279
"989","Hans Simonsson",3.1278
"1083","Thomas Emmrich",3.1271
"2670","Alex Bogomolov Jr",3.1271
"1938","Carsten Arriens",3.1264
"221","Onny Parun",3.1262
"2428","Ivan Beros",3.126
"3065","Henri Kontinen",3.1254
"2614","Harsh Mankad",3.125
"48","Earl Butch Buchholz",3.125
"1449","Amit Naor",3.1247
"2801","Guillermo Garcia Lopez",3.1245
"937","Franco Merlone",3.1241
"895","John Sadri",3.1237
"3133","Joao Souza",3.1232
"1971","Alex Corretja",3.1226
"2149","Jan Kroslak",3.1224
"1447","Alexander Zverev Sr",3.122
"1288","Hans Schwaier",3.1214
"2875","Adam Chadaj",3.1213
"61","Pierre Barthes",3.1212
"3325","Mirza Basic",3.1209
"1194","Jorge Lozano",3.1206
"139","Humphrey Hose",3.12
"1658","Peter Svensson",3.1198
"488","Sherwood Stewart",3.1195
"2692","Alex Bogdanovic",3.119
"1651","David Engel",3.1189
"3025","Stephane Bohli",3.1187
"3056","Samuel Groth",3.1183
"1114","Scott Davis",3.1182
"3029","Zhe Li",3.1174
"2403","Michael Kohlmann",3.1174
"2713","Santiago Gonzalez",3.1142
"1561","Nuno Marques",3.1137
"1593","Alberto Mancini",3.1131
"1816","Maurice Ruah",3.1127
"2048","Andrew Foster",3.1127
"3531","Sebastian Ofner",3.1122
"1898","Andrei Pavel",3.1121
"3287","Clement Reix",3.1119
"1795","Nicolas Romero",3.1112
"5173","Cedric Kauffmann",3.1112
"4989","Tony Bujan",3.1105
"2967","Robert Smeets",3.1104
"1996","Florian Krumrey",3.1102
"2044","Joshua Eagle",3.1092
"1967","Nicola Bruno",3.1089
"1527","Patrik Kuhnen",3.1085
"2243","Mose Navarra",3.1082
"1800","Peter Nyborg",3.1078
"1982","Fernon Wibier",3.1071
"3102","Joshua Goodall",3.1068
"4653","Corey Wittenberg",3.1066
"2806","Wesley Whitehouse",3.1064
"2341","Sebastien Grosjean",3.1064
"2785","Mikhail Filima",3.1058
"5185","Robert Lindstedt",3.1057
"2312","Krystian Pfeiffer",3.1055
"1702","Mehl Ampon",3.1048
"3533","Christopher Eubanks",3.1045
"2142","Alex Radulescu",3.104
"3488","Nicolas Alvarez",3.1038
"2936","Fabio Fognini",3.1037
"2876","Michal Przysiezny",3.1033
"1598","Eduardo Masso",3.103
"1463","Thierry Champion",3.1027
"1388","Gap Taik Ro",3.1024
"2983","Daniel Garza",3.102
"1974","Thomas Prerovsky",3.1017
"4942","Marcos Perez Hubert",3.1017
"3293","Greg Jones",3.1015
"2993","Pablo Andujar",3.1012
"938","Gabriel Urpi",3.1002
"1922","John Sullivan",3.1001
"1802","Dean Botha",3.0995
"2657","Martin Stiegwardt",3.0986
"526","Pat Dupre",3.0984
"687","Steve Docherty",3.0982
"2550","Alexandre Simoni",3.0982
"2398","Mariano Hood",3.0974
"1589","Michael Chang",3.0972
"3163","Martin Fischer",3.0968
"2053","Bassel Rahmy",3.0966
"2675","Kristof Vliegen",3.0964
"2288","Julian Alonso",3.0964
"1240","Jaromir Becka",3.0959
"2804","Marco Chiudinelli",3.0955
"2351","Amir Hadad",3.0952
"624","Eugenio Munoz",3.095
"1354","Christo Van Rensburg",3.0949
"1404","Martin Hipp",3.0948
"2291","Andrew Richardson",3.0943
"1743","Greg Van Emburgh",3.0942
"897","Tony Graham",3.0935
"2007","Yevgeny Kafelnikov",3.0927
"2028","Roberto Carretero",3.0925
"3170","Hugo Dellien",3.092
"2501","Marcel Felder",3.0919
"4","Allan Stone",3.0918
"3376","Luke Saville",3.0913
"3189","Adrian Ungur",3.0913
"3164","Denis Kudla",3.0912
"2328","Davide Sanguinetti",3.0909
"1173","Mike Bauer",3.0906
"2204","Mariano Zabaleta",3.0906
"2887","Denis Gremelmayr",3.0906
"2738","Young Jun Kim",3.0901
"3373","Nikola Milojevic",3.0898
"4958","Andrew Kratzmann",3.0893
"2244","Luke Milligan",3.0892
"2100","Ellis Ferreira",3.0887
"4841","Patrick Galbraith",3.0886
"825","Dominique Bedel",3.0883
"3080","Michail Elgin",3.0881
"1601","Jose Daher",3.0881
"5117","Fredrik Bergh",3.088
"123","Jun Kuki",3.0879
"1635","Heiner Moraing",3.0878
"3082","Brydan Klein",3.0872
"3165","Hyun Joon Kim",3.0871
"593","Jose Higueras",3.0868
"1414","Wojtek Kowalski",3.0867
"1742","Tomas Nydahl",3.0867
"2340","Christian Vinck",3.0867
"3031","Christopher Rungkat",3.0865
"2485","Orest Tereshchuk",3.0861
"201","Bob Giltinan",3.086
"1294","Danny Saltz",3.0847
"1695","Carlos Costa",3.0846
"1529","David Livingston",3.0844
"1392","Bud Schultz",3.084
"4121","Thies Roepcke",3.0839
"3209","Javier Marti",3.0838
"1422","Adrian Marcu",3.0835
"2859","Sergei Bubka",3.0826
"2307","Konstantinos Economidis",3.0825
"960","Jan Gunnarsson",3.0825
"3018","Filip Prpic",3.0817
"2029","Hideki Kaneko",3.0809
"2117","Radomir Vasek",3.0806
"751","P Moore",3.0805
"2994","Marcel Granollers",3.0805
"744","Butch Walts",3.0804
"2410","Juan Balcells",3.0788
"2727","Boris Pashanski",3.0788
"2253","Geoff Grant",3.0787
"2009","Joern Renzenbrink",3.078
"994","Mauricio Posso",3.0778
"2588","Marc Lopez",3.0773
"2275","Marzio Martelli",3.0769
"3284","Sanam Singh",3.0768
"4982","Brian Joelson",3.0765
"3574","Khumoun Sultanov",3.0764
"3037","Filip Polasek",3.0764
"3578","Dragos Dima",3.0764
"894","Cary Stansbury",3.0755
"695","Pavel Slozil",3.0754
"4264","Javier Roch",3.0752
"2813","Caio Zampieri",3.0744
"2233","Michal Tabara",3.0743
"2115","Federico Mordegan",3.0739
"3599","Salvatore Caruso",3.0737
"974","Marko Ostoja",3.0729
"2864","Lukas Dlouhy",3.0728
"1325","Felix Barrientos",3.0726
"699","Dimitru Haradau",3.0726
"1595","Woody Hunt",3.0724
"2130","Joost Winnink",3.0722
"1408","Roberto Saad",3.0718
"1744","Sergi Bruguera",3.0716
"3418","John Patrick Smith",3.0711
"2990","Adam Kellner",3.0696
"1132","Sergio Casal",3.0693
"396","Kim Warwick",3.0693
"2385","Bryan Juinio",3.0691
"1437","Tore Meinecke",3.0687
"2042","Ross Matheson",3.0687
"2926","Carl Sundberg",3.0683
"2043","Laurence Tieleman",3.0682
"3193","Amir Weintraub",3.0678
"2376","Daniele Bracciali",3.0668
"2992","Augustin Gensse",3.0664
"1842","Clive Wilson",3.066
"2157","Oleg Ogorodov",3.0657
"5450","Julien Mathieu",3.0656
"3140","Jurgen Zopp",3.0654
"5205","Martin Garcia",3.0652
"2268","Ion Moldovan",3.0649
"1475","Adam Malik",3.0649
"86","Ramanathan Krishnan",3.0644
"3405","Joao Domingues",3.0638
"1380","Christian Miniussi",3.0634
"2459","Lorenzo Manta",3.0629
"2680","Rohan Bopanna",3.0624
"1038","John Muller",3.0623
"2650","Karol Beck",3.0622
"3208","Maxime Teixeira",3.0611
"1766","Martin Barba",3.061
"1930","Alex Obrien",3.0606
"1892","John Stimpson",3.0604
"2922","Blaz Kavcic",3.0601
"1172","Danie Visser",3.0596
"551","John Lloyd",3.0588
"1994","David Nainkin",3.0581
"772","Keith Richardson",3.0579
"1526","Gary Muller",3.0578
"1621","Philippe Pech",3.0576
"4934","Juan Pablo Etchecoin",3.0575
"1919","Jonathan Stark",3.0574
"2788","Malek Jaziri",3.0573
"1319","Steve Guy",3.0572
"855","Carlos Lando",3.0567
"1366","Marc Flur",3.0564
"1260","Michiel Schapers",3.056
"1576","Christian Saceanu",3.0555
"1342","Horacio De La Pena",3.054
"3383","Yann Marti",3.0537
"1839","Miguel Tobon",3.0534
"1284","Johan Carlsson",3.0533
"7","Mike Belkin",3.0521
"1981","Lionel Roux",3.0519
"2200","Rogier Wassen",3.0516
"2894","Gustavo Marcaccio",3.0514
"2834","Uros Vico",3.0511
"848","Tsuyoshi Fukui",3.0506
"861","Johan Kriek",3.05
"484","Teimuraz Kakulia",3.0492
"4023","Jorge Lemann",3.0489
"5800","Gianluca Mager",3.0483
"3591","Daniel Masur",3.0479
"3984","J Bart",3.0478
"1211","Pender Murphy",3.0477
"2837","Teymuraz Gabashvili",3.0475
"2587","Olivier Mutis",3.0475
"438","Buster C Mottram",3.0472
"2277","Jan Michael Gambill",3.0468
"791","Jose Luis Damiani",3.0467
"2672","Juan Giner",3.0457
"1655","Philip Johnson",3.045
"874","Joe Meyers",3.045
"2856","Grega Zemlja",3.045
"5048","David Miketa",3.0448
"3314","Rhyne Williams",3.0438
"913","David Mustard",3.0433
"808","Ashok Amritraj",3.0432
"3289","Hiroki Moriya",3.0431
"1587","Tim Pawsat",3.043
"2247","Alexandre Strambini",3.0427
"2600","Alex Kim",3.0426
"2744","Philipp Petzschner",3.042
"2673","Oh Hee Kwon",3.0415
"1723","Guillaume Raoux",3.0415
"3060","Brian Dabul",3.0411
"2482","Hermes Gamonal",3.0407
"1295","Christo Steyn",3.0406
"580","Brian Teacher",3.0405
"2345","Vadim Kutsenko",3.0395
"2004","Pier Gauthier",3.039
"2415","Igor Kornienko",3.0387
"1765","Henrik Holm",3.0386
"3527","Benjamin Bonzi",3.0384
"2545","Nicolas Thomann",3.0383
"992","Chris Delaney",3.0379
"5293","Raphael Durek",3.0369
"2950","Scott Oudsema",3.0367
"3235","Nikola Mektic",3.0365
"2642","Mik Ledvonova",3.0362
"1495","Haseeb Aslam",3.0361
"521","Jean Francois Caujolle",3.0356
"2441","Rodolphe Cadart",3.0351
"2197","Kim Tiilikainen",3.0343
"1445","Udo Riglewski",3.0338
"1530","Shuzo Matsuoka",3.0336
"255","Tito Vazquez",3.0335
"1538","Pat Serret",3.0335
"3079","Josselin Ouanna",3.0332
"798","Ulf Eriksson",3.0331
"2213","Peter Tramacchi",3.0327
"1669","Andrei Cherkasov",3.0315
"1727","Jiu Hua Zhang",3.0309
"999","Thomas Hogstedt",3.0306
"2315","Salvador Navarro",3.0306
"1281","Paul Annacone",3.0305
"4230","Dave Kanter",3.0302
"771","Hank Pfister",3.0299
"2861","Francisco Fogues",3.0298
"452","Grover Raz Reid",3.0294
"2453","Christophe Rochus",3.0294
"223","Pierre Darmon",3.0289
"2839","Peng Sun",3.0288
"4391","Brad Hibbert",3.0288
"4425","Juan Manuel Hidalgo",3.0277
"3227","Cedrik Marcel Stebe",3.0275
"2732","Amer Delic",3.0272
"5818","Aleksandar Vukic",3.0267
"1622","Laurent Prades",3.0266
"3598","Constant Lestienne",3.0264
"2401","Paul Goldstein",3.0261
"1980","Thierry Guardiola",3.0258
"1690","Byron Talbot",3.0257
"1603","Roger Rasheed",3.0253
"983","Chang Dae Jeon",3.0252
"2276","Dominik Hrbaty",3.0251
"2603","Ricardo Mello",3.025
"1671","Owen Casey",3.0249
"1091","Martin Wostenholme",3.0248
"1450","Brett Dickinson",3.0246
"365","Haroon Rahim",3.0242
"2517","Barry Cowan",3.0236
"2746","Olivier Patience",3.0232
"182","Robert Maud",3.023
"2251","Nenad Zimonjic",3.0229
"3330","Filip Peliwo",3.0227
"2206","Justin Gimelstob",3.0221
"2279","Jens Knippschild",3.0221
"2195","Max Mirnyi",3.0214
"5195","Ladislav Svarc",3.0214
"1301","Claudio Mezzadri",3.0214
"1515","Jan Willem Lodder",3.0213
"1474","Luiz Mattar",3.0197
"3345","Frederico Ferreira Silva",3.0191
"3111","Brian Hung",3.0187
"1403","Eduardo Osta",3.0186
"3178","Austen Childs",3.0185
"2739","Ti Chen",3.0183
"5767","Enrique Lopez Perez",3.0179
"5781","Duck Hee Lee",3.0176
"38","Mal Anderson",3.0172
"1549","Byron Black",3.0172
"1920","Alexander Reichel",3.0166
"5520","Ross Hutchins",3.0164
"2833","Michael Ryderstedt",3.0161
"169","Jean Loup Rouyer",3.0158
"2684","William Lock",3.0155
"2477","Alexander Popp",3.0154
"4674","Rill Baxter",3.0152
"3310","Matteo Viola",3.0148
"1692","Jaime Oncins",3.0144
"5705","Bowen Ouyang",3.0142
"2698","Robert Kendrick",3.014
"3277","Marco Trungelliti",3.0134
"1746","Dirk Dier",3.0133
"1567","Morten Christensen",3.0124
"491","Charles Owens",3.0117
"631","Chris Lewis Nzl",3.0114
"1434","Horst Skoff",3.011
"140","Stan Smith",3.0107
"2138","Ignacio Martinez",3.0107
"1227","Eric Korita",3.0103
"2791","Michael Ray Pallares Gonzalez",3.0099
"2676","Joseph Sirianni",3.0096
"186","Herb Fitzgibbon",3.0094
"2495","Michel Kratochvil",3.0091
"1818","Jia Ping Xia",3.0091
"561","Russell Simpson",3.009
"50","Richard Pancho Gonzales",3.0089
"3560","Benjamin Hassan",3.0088
"1130","Patrice Kuchna",3.0087
"1409","Karel Demuynck",3.0084
"2540","Michael Quintero",3.0083
"2087","Lars Rehmann",3.0078
"2188","Corrado Borroni",3.0073
"785","Freddy Winckelmann",3.0072
"1092","Carlos Claverie",3.0072
"871","Reinhart Probst",3.0065
"3796","Bob Bardsley",3.0064
"2374","Julien Boutter",3.0059
"1036","Jimmy Arias",3.0057
"2601","Jack Brasington",3.005
"1017","Kelly Evernden",3.0044
"4193","Jukka Narakka",3.0043
"2396","Martin Verkerk",3.0042
"2344","Giovanni Lapentti",3.0041
"2652","Brian Vahaly",3.0041
"1670","Andy Brothers",3.0035
"1609","Alexander Mronz",3.0035
"3430","Peter Nagy",3.0034
"753","Gianni Ocleppo",3.0033
"2160","Bohdan Ulihrach",3.0033
"2730","Rajeev Ram",3.0027
"883","B Newman",3.0027
"3441","Marat Deviatiarov",3.0021
"2319","Todd Larkham",3.0019
"2104","Oliver Gross",3.0016
"1788","Renzo Furlan",3.0013
"2866","Travis Rettenmaier",3.001
"3118","Mikal Oliver Statham",3.001
"2695","Shao Xuan Zeng",3.0009
"2413","Ben Qiang Zhu",3.0004
"1901","Jacques Radoux",3.0003
"1959","Alberto Berasategui",2.9999
"638","Max Wunschig",2.9996
"1430","George Bezecny",2.9995
"2003","Grant Doyle",2.9993
"5400","John Paul Fruttero",2.9992
"1190","Rick Meyers",2.9987
"1827","Alexis Hombrecher",2.9982
"1810","Kenneth Thome Bolanos",2.998
"1444","Massimo Zampieri",2.9979
"2585","Yves Allegro",2.9972
"2941","Alan Mackin",2.9972
"5814","Yusuke Takahashi",2.9969
"4893","Krister Wedenby",2.9968
"5536","Sascha Kloer",2.9965
"4123","Larry Parker",2.9964
"1237","Magnus Tideman",2.996
"2586","Johan Settergren",2.9958
"2230","Bill Behrens",2.9956
"2292","Sebastien Leblanc",2.9955
"4714","Torben Theine",2.9954
"2216","Alistair Hunt",2.9948
"725","Werner Zirngibl",2.9938
"1321","Fernando Perez Pascal",2.9937
"2904","Carlos Salamanca",2.9936
"2147","Steven Downs",2.9933
"2736","Igor Andreev",2.9931
"658","Kehinde Ajayi",2.9928
"4604","Francois Errard",2.9925
"1012","Craig A Miller",2.9925
"1142","Morris Skip Strode",2.9924
"80","Jairo Velasco",2.9922
"1748","Christian Ruud",2.9922
"552","Shamil Tarpischev",2.9917
"3412","Arthur De Greef",2.9914
"547","Wojtek Fibak",2.991
"769","Joaquim Rasgado Jr",2.9908
"1993","Richard Schmidt",2.9907
"3519","Dmitry Popko",2.9906
"5398","Phillip Simmonds",2.9905
"2596","Oliver Marach",2.9904
"1505","Vallis Wilder",2.9899
"3136","Yannick Mertens",2.9898
"5603","Erik Chvojka",2.9893
"2250","Srdan Muskatirovic",2.9892
"5867","Francisco Cerundolo",2.9891
"2038","Andrea Gaudenzi",2.989
"1726","Scott Warner",2.9888
"2020","Ralph Kok",2.9887
"3047","Yan Bai",2.988
"1378","Gilad Bloom",2.9875
"3078","Martin Slanar",2.9872
"1573","Charlton Eagle",2.986
"1102","Carlos Castellan",2.9858
"40","Tom Okker",2.9855
"512","Rolf Norberg",2.9855
"3130","David Guez",2.9854
"1516","Martin Laurendeau",2.985
"1384","Ricki Osterthun",2.9849
"3584","Federico Coria",2.9848
"575","Terry Moor",2.9842
"1957","Kenneth Carlsen",2.9842
"1162","Drew Gitlin",2.9842
"847","Chris Dunk",2.9841
"2474","Petr Kralert",2.984
"65","Jaime Fillol",2.9838
"2219","Frederic Vitoux",2.9835
"4003","Rich Andrews",2.9834
"2134","Ola Kristiansson",2.9834
"1796","Kenny Thorne",2.9832
"2892","Jean Christophe Faurel",2.9832
"5637","Maxime Authom",2.9828
"1394","Rick Leach",2.9824
"117","Jeff Borowiak",2.9824
"35","Cliff Drysdale",2.9824
"3587","Rudolf Molleker",2.9823
"1112","Walter Redondo",2.9816
"2148","Sander Groen",2.9813
"586","George Hardie",2.9811
"2202","Daniele Musa",2.9808
"1886","Leander Paes",2.9805
"3381","Austin Krajicek",2.9804
"2069","Ofer Sela",2.98
"640","Mike Cahill",2.9798
"2886","Jose Rubin Statham",2.9794
"2332","Vincenzo Santopadre",2.9793
"437","Bernard Mignot",2.9791
"2807","Ian Flanagan",2.979
"3344","Saketh Myneni",2.9787
"5222","Matthew Breen",2.9784
"1501","Thierry Pham",2.9776
"2427","Lovro Zovko",2.9769
"951","John Chris Lewis",2.9763
"1481","Ivo Werner",2.9763
"5736","Tim Van Rijthoven",2.9754
"1931","Patricio Arnold",2.9753
"2270","Andy Zingman",2.9751
"2645","Matija Zgaga",2.9747
"1200","Joao Guedes",2.9747
"3218","Coenie Van Wyk",2.9747
"1820","Bernard Frost",2.9747
"3364","Ayoub Chakrouni",2.9747
"890","Jiri Prucha",2.9746
"2929","Dieter Kindlmann",2.9744
"1791","Jose Francisco Altur",2.9741
"1433","Michael Tauson",2.974
"1097","Matthew Mcdonald",2.974
"1588","Gianluca Pozzi",2.974
"2272","Jan Frode Andersen",2.9729
"5221","Oliver Freelove",2.9724
"1478","Worapol Thongkamcho",2.972
"4683","Oren Motevassel",2.9709
"893","Steve Denton",2.9702
"5374","Horia Tecau",2.9698
"1275","Brent Pirow",2.9695
"824","Christophe Roger Vasselin",2.9694
"5596","Oliver Golding",2.9692
"3410","Benjamin Lock",2.9685
"548","Lars Elvstrom",2.9682
"5077","Werner Hipfl",2.9681
"3353","Taro Daniel",2.9679
"83","Jaidip Mukherjea",2.9672
"747","Michael Wayman",2.9669
"5774","Marin Draganja",2.9659
"965","Larry Stefanki",2.9656
"1728","Miguel Dungo",2.9653
"1652","Andrew Burrow",2.965
"2005","Thomas Gollwitzer",2.9649
"1006","Pedro Rebolledo",2.9648
"3655","Chris Bovett",2.9647
"1906","Mehdi Benyebka",2.9646
"2103","Wade Mcguire",2.9642
"2858","Rok Jarc",2.9638
"1958","Bernd Karbacher",2.9635
"58","John Newcombe",2.9634
"206","Patrice Dominguez",2.963
"2832","Igor Kunitsyn",2.9629
"2370","Jurek Stasiak",2.9628
"2314","Clemens Trimmel",2.9628
"3374","Axel Michon",2.9621
"120","Erik Van Dillen",2.9615
"3247","Darian King",2.9611
"1531","Paul Chamberlin",2.9608
"4551","Marcos Braga",2.9608
"2606","Andy Ram",2.9608
"1507","Nick Fulwood",2.9602
"2336","Ivo Heuberger",2.9601
"112","Ron Holmberg",2.959
"1177","Mike Gandolfo",2.959
"1837","Damir Buljevic",2.9587
"2701","Matt Klinger",2.9584
"5314","Paul Logtens",2.9583
"3433","Alexander Sarkissian",2.9583
"1448","Karsten Schulz",2.9582
"2843","Farrukh Dustov",2.9578
"5839","Adrian Andreev",2.9578
"1030","John Benson",2.9577
"1887","David Witt",2.9574
"2075","Marcelo Charpentier",2.9573
"1537","Brett Steven",2.9572
"881","Pascal Portes",2.9569
"1856","Jose Antonio Pepe Conde",2.9565
"441","Stephen Warboys",2.9563
"2889","Roko Karanusic",2.9563
"91","Mark Cox",2.9559
"3423","Jean Jacques Rakotohasy",2.9558
"5203","Levar Harper Griffith",2.9555
"464","John James",2.9555
"2656","Carlos Avellan",2.9555
"3167","Hsin Han Lee",2.9551
"2511","Marcin Matkowski",2.9548
"1934","Pierre Bouteyre",2.9543
"3565","Emil Ruusuvuori",2.954
"4313","J Luna",2.9538
"2231","Daniel Courcol",2.9536
"2768","Tomas Cakl",2.9526
"1524","John Letts",2.9525
"2775","Saeid Ahmadvand",2.9524
"5865","Jiri Lehecka",2.9521
"5031","Dennis Schmid",2.9516
"1634","Andreas Lesch",2.9515
"474","Corrado Barazzutti",2.9508
"3361","Norbert Gombos",2.9505
"2228","Ignacio Truyol",2.9505
"103","Paul Gerken",2.9501
"1754","Paolo Pambianco",2.9493
"1093","Tintus Arianto Wibowo",2.9488
"3722","Michael Davies",2.9485
"2039","Massimo Valeri",2.9485
"4520","Antonio Capella",2.9485
"2783","Alessio Di Mauro",2.9483
"459","Tenny Svensson",2.9475
"3229","Daniel Kosakowski",2.9474
"1506","James Turner",2.9465
"2190","Pietro Pennisi",2.9463
"3335","Gonzalo Escobar",2.9458
"3382","Philip Davydenko",2.9457
"652","Nick Saviano",2.9457
"2407","Aisam Ul Haq Qureshi",2.9457
"5610","Benjamin Mitchell",2.9454
"3467","Lloyd George Muirhead Harris",2.9447
"2939","Philip Bester",2.9445
"1698","Neil Broad",2.944
"5606","Peter Torebko",2.9436
"4850","Sven Salumaa",2.9431
"2491","Mike Bryan",2.9431
"1659","Nicklas Kulti",2.9429
"3012","Wayne Odesnik",2.9426
"1346","Simone Colombo",2.9425
"1772","Jose Antonio Fernandez",2.942
"5366","Marc Kimmich",2.9416
"3507","Rodrigo Banzer",2.9414
"2175","Gouichi Motomura",2.9413
"1637","Mihai Vanta",2.9411
"2412","Eduardo Medica",2.9404
"2212","Galo Blanco",2.9402
"1216","Carl Axel Hageskog",2.9393
"2105","Wei Yu Su",2.9392
"2665","Rik De Voest",2.9387
"2899","Bruno Echagaray",2.9386
"1771","Brian Garrow",2.938
"1590","Wayne Hearn",2.9376
"4148","P Gorostiaga",2.9374
"3407","Chieh Fu Wang",2.937
"3398","Facundo Arguello",2.936
"1168","Roberto Arguello",2.9357
"1797","Jens Peter",2.9356
"1374","Ricky Brown",2.9355
"2205","Jiri Vanek",2.9353
"2706","Radoslav Lukaev",2.9352
"783","Eliot Teltscher",2.9352
"3868","Charles Hoeveler",2.9352
"549","Colin Dowdeswell",2.935
"634","Rayno Seegers",2.9349
"5707","Victor Baluda",2.9347
"1767","Miguel Nido",2.934
"3391","Chuhan Wang",2.9338
"584","Peter Fleming",2.9335
"1817","Karim Alami",2.9335
"679","Carlos Kirmayr",2.9331
"1867","Bernardo Mota",2.9331
"4659","Chuck Willenborg",2.9329
"1276","Tarik Benhabiles",2.9328
"1852","Kent Kinnear",2.9318
"2796","Juan Pablo Guzman",2.9315
"56","Roy Emerson",2.9309
"3009","Pere Riba",2.9309
"2956","Rabie Chaki",2.9305
"743","Bengt Lundstedt",2.9305
"1849","Slava Dosedel",2.9303
"859","Fernando Luna",2.9303
"939","Freddie Sauer",2.9285
"2536","Federico Luzzi",2.9277
"3305","Ruben Gonzales",2.9273
"934","Roland Stadler",2.9272
"3379","Christian Lindell",2.9272
"4754","Christian Weis",2.9265
"1270","Johnny Goudenbour",2.9264
"1217","Jeff Turpin",2.9263
"1646","Bart Wuyts",2.9262
"1467","Andrew Sznajder",2.9262
"2000","Brian Dunn",2.9261
"3499","Andrew Whittington",2.9258
"2034","Mehdi Tahiri",2.9257
"4419","Graziano Risi",2.9257
"2343","Jean Francois Bachelot",2.9254
"1522","Javier Sanchez",2.9251
"2420","Renouk Wijemanne",2.9247
"1642","Tobias Svantesson",2.9246
"1377","Howard Sands",2.9244
"1462","Laurie Warder",2.9236
"1381","Josef Cihak",2.9231
"4239","Hans Goransson",2.9231
"1320","Francisco Maciel",2.923
"2136","Alex Lopez Moron",2.9229
"3000","Juan Pablo Brzezicki",2.9227
"406","Jiri Hrebec",2.9225
"2317","Martin Lee",2.9221
"2320","Marcus Sarstrand",2.9221
"1292","Robert Seguso",2.9218
"2114","Juan Garat",2.9217
"5178","Jan Boruszewski",2.9213
"152","Alex Metreveli",2.9202
"360","Per Jemsby",2.9201
"2036","Razvan Sabau",2.9198
"1283","Goran Prpic",2.9198
"3115","Tihomir Grozdanov",2.9196
"4713","Oliver Ploner",2.9196
"1353","Alexandre Hocevar",2.9196
"2524","David Sanchez",2.9195
"4853","Bret Richardson",2.9194
"2454","Gaston Gaudio",2.9192
"655","George Amaya",2.919
"1060","Blaine Willenborg",2.9189
"4613","Anders Henricsson",2.9179
"2968","Alex Kuznetsov",2.9176
"2802","Jerome Haehnel",2.9167
"2734","Sasa Tuksar",2.9165
"691","Randy Crawford",2.9156
"2263","Ivan Ljubicic",2.9156
"2264","Gregory Carraz",2.9155
"3570","Guilherme Clezar",2.9152
"1895","Seung Ho Ji",2.9151
"5738","Lucas Miedler",2.9149
"1441","Richard Matuszewski",2.9145
"4923","Milan Trneny",2.9143
"4987","Scott Humphries",2.9139
"51","Roger Taylor",2.9138
"1674","Paul Dogger",2.9133
"2891","Michael Berrer",2.913
"1344","David De Miguel",2.9129
"5269","Leonardo Olguin",2.9125
"3347","Markos Kalovelonis",2.9119
"4481","Juan Farrow",2.9118
"2150","Lars Burgsmuller",2.9114
"958","Jay Lapidus",2.9114
"2241","Chris Haggard",2.9114
"2144","Adrian Voinea",2.9112
"485","John De Mendoza",2.9108
"4210","Mike Styles",2.9107
"493","Pancho Walthall",2.9104
"2472","Si Bruce Li",2.9101
"2972","Pedro Sousa",2.9101
"1606","Grant Connell",2.91
"2265","Nir Welgreen",2.9095
"2765","Kj Hippensteel",2.9095
"5253","Daniel Melo",2.9092
"1424","Stefan Eriksson",2.9091
"878","Zoltan Ilin",2.9086
"2686","Asif Ismail",2.9086
"1349","Steve Shaw",2.9083
"1326","Antonio Del Rosario",2.9083
"2617","Pablo Gonzalez",2.908
"1069","Jerome Potier",2.908
"1235","Pascal Deniau",2.9079
"3262","Facundo Bagnis",2.9073
"910","Cassio Motta",2.9072
"218","Jan Eric Lundquist",2.9069
"1722","Rikard Bergh",2.9065
"540","Eric Deblicker",2.9063
"1945","Tomas Anzari",2.9062
"1009","John Fitzgerald",2.9058
"1118","Schalk Van Der Merwe",2.9056
"2218","Federico Dondo",2.9055
"823","Peter Elter",2.9054
"1385","Dale Houston",2.9054
"1986","Robbie Koenig",2.9052
"3168","Marcelo Arevalo",2.9046
